,x1,x2,years
0,-0.008235159610277716,-0.03027787419613339,1995
1,-0.0203307354816975,-0.0040165121562240344,1995
2,-0.026307222244402066,-0.00874810638253965,1995
3,-0.003341546814178781,-0.005830724518471467,1995
4,-0.01673922149571731,0.002962745299656751,1995
5,-0.03356020583837479,-0.013028222605056067,1995
6,-0.031173457967168344,-0.006299540142636031,1995
7,-0.008948491513912513,0.017060738653116785,1995
8,0.009473423932252157,0.03733587726586539,1995
9,0.0074593458496742615,0.021791946337114516,1995
10,-0.020106444599708364,0.014883468073260676,1995
11,-9.876703979819771e-05,-0.0007910061755666866,1995
12,0.011212039308958746,-0.007066311426857084,1995
13,0.02503044100586721,-0.002442631699117923,1995
14,0.06000746280234349,-0.008049592196931327,1995
15,0.03296878737623637,-0.020056385247336047,1995
16,0.040114980153890936,0.015426117767122752,1995
17,0.02338100392965177,-0.01584077417274755,1995
18,-0.015928819664608542,0.017339938130790697,1995
19,-0.011939170903571989,-0.009258470044522273,1995
20,-0.010704769615579183,-0.019277962335991192,1995
21,-0.020271718253785743,0.02578816425204713,1995
22,-0.00894074664478464,-0.029674988632325653,2010
23,-0.020522887847042898,-0.004912517885459322,2010
24,-0.025850554656484028,-0.00671795606363494,2010
25,-0.0051179219866009495,-0.006562783954620874,2010
26,-0.013490385186254929,0.003058291773368821,2010
27,-0.036123281823428124,-0.011254730821761164,2010
28,-0.03261531069620655,-0.010215830499051108,2010
29,-0.009831614274263632,0.010586914722282913,2010
30,0.006779673414557676,0.04363320573758056,2010
31,0.0046798766512015704,0.013450097479849623,2010
32,-0.010501541248085104,0.02538098313475523,2010
33,0.001182461125098434,0.00300014089634268,2010
34,-0.0010901406380710253,-0.0119089468765558,2010
35,0.027064435956531147,-0.002996646099343952,2010
36,0.04807242234074306,-0.002022572063979484,2010
37,0.04737777758511269,-0.0241887377296929,2010
38,0.035596433263345655,0.012440033321905391,2010
39,0.02614351826350118,-0.005490910909388469,2010
40,0.0024164405072795384,0.004372895403386456,2010
41,-0.01719040742224305,-0.0015808234125022668,2010
